truck_strategy,break_width,num_firetruck,max_speed,wind_dir,steps_to_extinguish_1_cell,placed_on_edges,Number_of_steps_to_ExtinguishFire,Number_of_extinguished_firecell,Number_of_burned_out_cell,Number_of_cells_on_fire,Maximum_growthrate_firecell_perstep,Maximum_extinguishedrate_firecell_perstep,Count_healthy_trees,Count_unhealthy_trees,Percentage_damaged_burnedtrees
Parallel attack,0,10,15,↖ North/West,1,0,6.0,5.2727272727272725,1.0,6.2727272727272725,2.909090909090909,3.272727272727273,6397.909090909091,2.090909090909091,0.026136363636363638
Parallel attack,0,10,15,↖ North/West,1,1,6.0,14.909090909090908,1.0,15.909090909090908,5.636363636363637,12.636363636363637,6390.090909090909,9.909090909090908,0.12386363636363637
Parallel attack,0,10,15,↖ North/West,2,0,6.0,7.909090909090909,1.0,8.909090909090908,4.0,5.636363636363637,6395.818181818182,4.181818181818182,0.05227272727272727
Parallel attack,0,10,15,↖ North/West,2,1,6.0,18.09090909090909,1.0,19.09090909090909,6.363636363636363,12.909090909090908,6388.818181818182,11.181818181818182,0.13977272727272727
Parallel attack,0,10,15,↖ North/West,6,0,81.81818181818181,213.1818181818182,2590.6363636363635,2803.818181818182,28.90909090909091,7.909090909090909,3597.6363636363635,2802.3636363636365,35.029545454545456
Parallel attack,0,10,15,↖ North/West,6,1,85.36363636363636,195.8181818181818,2758.818181818182,2954.6363636363635,26.363636363636363,8.090909090909092,3446.7272727272725,2953.2727272727275,36.91590909090909
Parallel attack,0,10,15,↗ North/East,1,0,6.0,5.2727272727272725,1.0,6.2727272727272725,3.090909090909091,3.727272727272727,6398.181818181818,1.8181818181818181,0.022727272727272728
Parallel attack,0,10,15,↗ North/East,1,1,6.0,14.181818181818182,1.0,15.181818181818182,5.818181818181818,9.272727272727273,6391.363636363636,8.636363636363637,0.10795454545454546
Parallel attack,0,10,15,↗ North/East,2,0,6.0,8.454545454545455,1.0,9.454545454545455,3.909090909090909,5.2727272727272725,6395.909090909091,4.090909090909091,0.05113636363636364
Parallel attack,0,10,15,↗ North/East,2,1,6.090909090909091,19.09090909090909,1.0909090909090908,20.181818181818183,6.454545454545454,11.727272727272727,6388.363636363636,11.636363636363637,0.14545454545454548
Parallel attack,0,10,15,↗ North/East,6,0,79.45454545454545,177.8181818181818,2653.7272727272725,2831.5454545454545,27.181818181818183,8.454545454545455,3569.7272727272725,2830.2727272727275,35.378409090909095
Parallel attack,0,10,15,↗ North/East,6,1,84.18181818181819,176.54545454545453,2724.818181818182,2901.3636363636365,26.363636363636363,8.0,3500.0,2900.0,36.25
Parallel attack,0,10,15,↘ South/East,1,0,6.0,6.818181818181818,1.0,7.818181818181818,3.909090909090909,5.090909090909091,6397.181818181818,2.8181818181818183,0.035227272727272725
Parallel attack,0,10,15,↘ South/East,1,1,6.0,16.636363636363637,1.0,17.636363636363637,5.818181818181818,14.181818181818182,6388.909090909091,11.090909090909092,0.13863636363636364
Parallel attack,0,10,15,↘ South/East,2,0,6.0,7.454545454545454,1.0,8.454545454545455,3.909090909090909,5.636363636363637,6396.454545454545,3.5454545454545454,0.04431818181818182
Parallel attack,0,10,15,↘ South/East,2,1,6.0,21.0,1.0,22.0,7.363636363636363,14.363636363636363,6386.090909090909,13.909090909090908,0.17386363636363636
Parallel attack,0,10,15,↘ South/East,6,0,70.36363636363636,165.1818181818182,2101.909090909091,2267.090909090909,24.272727272727273,7.7272727272727275,4135.272727272727,2264.7272727272725,28.30909090909091
Parallel attack,0,10,15,↘ South/East,6,1,89.0909090909091,213.0,2778.3636363636365,2991.3636363636365,28.272727272727273,8.272727272727273,3411.818181818182,2988.181818181818,37.35227272727273
Parallel attack,0,10,15,↙ South/West,1,0,6.0,4.090909090909091,1.0,5.090909090909091,2.5454545454545454,2.727272727272727,6398.636363636364,1.3636363636363635,0.017045454545454544
Parallel attack,0,10,15,↙ South/West,1,1,6.0,23.454545454545453,1.0,24.454545454545453,9.363636363636363,23.272727272727273,6385.090909090909,14.909090909090908,0.1863636363636364
Parallel attack,0,10,15,↙ South/West,2,0,6.0,6.636363636363637,1.0,7.636363636363637,3.6363636363636362,4.363636363636363,6397.0,3.0,0.037500000000000006
Parallel attack,0,10,15,↙ South/West,2,1,6.0,24.454545454545453,1.0,25.454545454545453,8.090909090909092,15.636363636363637,6383.727272727273,16.272727272727273,0.2034090909090909
Parallel attack,0,10,15,↙ South/West,6,0,53.81818181818182,166.1818181818182,1568.0,1734.1818181818182,18.272727272727273,7.090909090909091,4667.272727272727,1732.7272727272727,21.65909090909091
Parallel attack,0,10,15,↙ South/West,6,1,74.81818181818181,207.0909090909091,2536.3636363636365,2743.4545454545455,26.545454545454547,8.818181818181818,3657.181818181818,2742.818181818182,34.28522727272727
Parallel attack,0,10,20,↖ North/West,1,0,6.0,4.2727272727272725,1.0,5.2727272727272725,3.0,3.727272727272727,6398.272727272727,1.7272727272727273,0.02159090909090909
Parallel attack,0,10,20,↖ North/West,1,1,6.0,12.181818181818182,1.0,13.181818181818182,5.363636363636363,11.727272727272727,6392.363636363636,7.636363636363637,0.09545454545454546
Parallel attack,0,10,20,↖ North/West,2,0,6.0,7.454545454545454,1.0,8.454545454545455,4.090909090909091,6.090909090909091,6396.454545454545,3.5454545454545454,0.04431818181818182
Parallel attack,0,10,20,↖ North/West,2,1,6.0,14.818181818181818,1.0,15.818181818181818,6.7272727272727275,12.454545454545455,6391.454545454545,8.545454545454545,0.10681818181818183
Parallel attack,0,10,20,↖ North/West,6,0,65.0,186.54545454545453,2004.909090909091,2191.4545454545455,21.545454545454547,7.454545454545454,4210.636363636364,2189.3636363636365,27.36704545454546
Parallel attack,0,10,20,↖ North/West,6,1,72.45454545454545,189.0,2420.5454545454545,2609.5454545454545,25.181818181818183,8.272727272727273,3793.181818181818,2606.818181818182,32.58522727272727
Parallel attack,0,10,20,↗ North/East,1,0,6.0,4.363636363636363,1.0,5.363636363636363,2.8181818181818183,3.1818181818181817,6398.545454545455,1.4545454545454546,0.018181818181818184
Parallel attack,0,10,20,↗ North/East,1,1,6.0,12.909090909090908,1.0,13.909090909090908,6.090909090909091,12.727272727272727,6392.363636363636,7.636363636363637,0.09545454545454546
Parallel attack,0,10,20,↗ North/East,2,0,6.0,5.2727272727272725,1.0,6.2727272727272725,3.090909090909091,4.181818181818182,6397.636363636364,2.3636363636363638,0.029545454545454545
Parallel attack,0,10,20,↗ North/East,2,1,6.0,14.727272727272727,1.0,15.727272727272727,5.909090909090909,11.363636363636363,6390.727272727273,9.272727272727273,0.1159090909090909
Parallel attack,0,10,20,↗ North/East,6,0,72.27272727272727,159.27272727272728,2443.6363636363635,2602.909090909091,22.818181818181817,8.0,3799.4545454545455,2600.5454545454545,32.50681818181818
Parallel attack,0,10,20,↗ North/East,6,1,81.0,171.36363636363637,2788.5454545454545,2959.909090909091,26.545454545454547,8.090909090909092,3441.181818181818,2958.818181818182,36.98522727272727
Parallel attack,0,10,20,↘ South/East,1,0,6.0,4.0,1.0,5.0,2.5454545454545454,2.909090909090909,6398.636363636364,1.3636363636363635,0.017045454545454544
Parallel attack,0,10,20,↘ South/East,1,1,6.0,14.0,1.0,15.0,6.636363636363637,13.545454545454545,6392.090909090909,7.909090909090909,0.09886363636363636
Parallel attack,0,10,20,↘ South/East,2,0,6.0,4.818181818181818,1.0,5.818181818181818,2.727272727272727,3.272727272727273,6398.0,2.0,0.025
Parallel attack,0,10,20,↘ South/East,2,1,6.0,12.636363636363637,1.0,13.636363636363637,5.363636363636363,11.727272727272727,6391.454545454545,8.545454545454545,0.10681818181818183
Parallel attack,0,10,20,↘ South/East,6,0,74.81818181818181,191.27272727272728,2426.818181818182,2618.090909090909,24.0,8.363636363636363,3783.5454545454545,2616.4545454545455,32.705681818181816
Parallel attack,0,10,20,↘ South/East,6,1,67.72727272727273,165.0909090909091,2248.0,2413.090909090909,26.363636363636363,7.818181818181818,3987.7272727272725,2412.2727272727275,30.15340909090909
Parallel attack,0,10,20,↙ South/West,1,0,6.0,3.909090909090909,1.0,4.909090909090909,2.5454545454545454,2.8181818181818183,6398.727272727273,1.2727272727272727,0.01590909090909091
Parallel attack,0,10,20,↙ South/West,1,1,6.0,14.272727272727273,1.0,15.272727272727273,6.363636363636363,13.909090909090908,6391.363636363636,8.636363636363637,0.10795454545454546
Parallel attack,0,10,20,↙ South/West,2,0,6.0,4.363636363636363,1.0,5.363636363636363,2.909090909090909,3.4545454545454546,6398.272727272727,1.7272727272727273,0.02159090909090909
Parallel attack,0,10,20,↙ South/West,2,1,6.0,14.545454545454545,1.0,15.545454545454545,6.181818181818182,12.727272727272727,6391.545454545455,8.454545454545455,0.10568181818181817
Parallel attack,0,10,20,↙ South/West,6,0,68.81818181818181,209.27272727272728,2122.2727272727275,2331.5454545454545,25.545454545454547,7.636363636363637,4070.909090909091,2329.090909090909,29.113636363636363
Parallel attack,0,10,20,↙ South/West,6,1,60.27272727272727,182.8181818181818,1841.3636363636363,2024.1818181818182,21.545454545454547,7.545454545454546,4378.090909090909,2021.909090909091,25.27386363636364
Parallel attack,0,10,25,↖ North/West,1,0,6.0,4.363636363636363,1.0,5.363636363636363,3.0,2.909090909090909,6398.909090909091,1.0909090909090908,0.01363636363636364
Parallel attack,0,10,25,↖ North/West,1,1,6.0,8.0,1.0,9.0,4.545454545454546,7.0,6396.545454545455,3.4545454545454546,0.04318181818181818
Parallel attack,0,10,25,↖ North/West,2,0,6.0,4.2727272727272725,1.0,5.2727272727272725,2.6363636363636362,2.909090909090909,6398.727272727273,1.2727272727272727,0.01590909090909091
Parallel attack,0,10,25,↖ North/West,2,1,6.0,8.181818181818182,1.0,9.181818181818182,4.7272727272727275,7.545454545454546,6396.181818181818,3.8181818181818183,0.04772727272727273
Parallel attack,0,10,25,↖ North/West,6,0,77.45454545454545,197.36363636363637,2424.3636363636365,2621.7272727272725,23.545454545454547,7.545454545454546,3782.6363636363635,2617.3636363636365,32.717045454545456
Parallel attack,0,10,25,↖ North/West,6,1,73.45454545454545,181.0909090909091,2369.909090909091,2551.0,23.636363636363637,7.7272727272727275,3852.3636363636365,2547.6363636363635,31.845454545454547
Parallel attack,0,10,25,↗ North/East,1,0,6.0,4.181818181818182,1.0,5.181818181818182,2.909090909090909,3.090909090909091,6398.818181818182,1.1818181818181819,0.014772727272727272
Parallel attack,0,10,25,↗ North/East,1,1,6.0,7.363636363636363,1.0,8.363636363636363,3.8181818181818183,6.363636363636363,6396.272727272727,3.727272727272727,0.046590909090909086
Parallel attack,0,10,25,↗ North/East,2,0,6.0,4.818181818181818,1.0,5.818181818181818,2.909090909090909,3.6363636363636362,6398.272727272727,1.7272727272727273,0.02159090909090909
Parallel attack,0,10,25,↗ North/East,2,1,6.0,7.090909090909091,1.0,8.090909090909092,4.090909090909091,6.454545454545454,6396.454545454545,3.5454545454545454,0.04431818181818182
Parallel attack,0,10,25,↗ North/East,6,0,52.72727272727273,133.8181818181818,1629.6363636363637,1763.4545454545455,18.818181818181817,6.636363636363637,4640.363636363636,1759.6363636363637,21.995454545454546
Parallel attack,0,10,25,↗ North/East,6,1,78.0,172.45454545454547,2567.4545454545455,2739.909090909091,27.454545454545453,8.454545454545455,3662.181818181818,2737.818181818182,34.22272727272727
Parallel attack,0,10,25,↘ South/East,1,0,6.0,3.5454545454545454,1.0,4.545454545454546,2.8181818181818183,2.8181818181818183,6399.0,1.0,0.0125
Parallel attack,0,10,25,↘ South/East,1,1,6.0,9.0,1.0,10.0,5.454545454545454,8.181818181818182,6396.181818181818,3.8181818181818183,0.04772727272727273
Parallel attack,0,10,25,↘ South/East,2,0,6.0,3.5454545454545454,1.0,4.545454545454546,2.272727272727273,2.4545454545454546,6398.818181818182,1.1818181818181819,0.014772727272727272
Parallel attack,0,10,25,↘ South/East,2,1,6.0,7.181818181818182,1.0,8.181818181818182,4.181818181818182,6.636363636363637,6396.545454545455,3.4545454545454546,0.04318181818181818
Parallel attack,0,10,25,↘ South/East,6,0,42.45454545454545,119.63636363636364,1236.909090909091,1356.5454545454545,15.181818181818182,6.181818181818182,5046.454545454545,1353.5454545454545,16.91931818181818
Parallel attack,0,10,25,↘ South/East,6,1,78.45454545454545,205.8181818181818,2586.0,2791.818181818182,28.90909090909091,8.545454545454545,3610.6363636363635,2789.3636363636365,34.867045454545455
Parallel attack,0,10,25,↙ South/West,1,0,6.0,4.909090909090909,1.0,5.909090909090909,3.1818181818181817,3.727272727272727,6398.363636363636,1.6363636363636365,0.020454545454545454
Parallel attack,0,10,25,↙ South/West,1,1,6.0,7.909090909090909,1.0,8.909090909090908,4.818181818181818,7.636363636363637,6396.181818181818,3.8181818181818183,0.04772727272727273
Parallel attack,0,10,25,↙ South/West,2,0,6.0,3.272727272727273,1.0,4.2727272727272725,2.6363636363636362,3.090909090909091,6398.545454545455,1.4545454545454546,0.018181818181818184
Parallel attack,0,10,25,↙ South/West,2,1,6.0,6.2727272727272725,1.0,7.2727272727272725,3.6363636363636362,5.818181818181818,6396.727272727273,3.272727272727273,0.04090909090909091
Parallel attack,0,10,25,↙ South/West,6,0,60.45454545454545,167.8181818181818,1898.5454545454545,2066.3636363636365,21.363636363636363,7.545454545454546,4336.818181818182,2063.181818181818,25.789772727272727
Parallel attack,0,10,25,↙ South/West,6,1,62.54545454545455,178.72727272727272,2096.909090909091,2275.6363636363635,23.272727272727273,7.2727272727272725,4127.090909090909,2272.909090909091,28.41136363636364
Parallel attack,0,10,30,↖ North/West,1,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.6363636363636362,2.6363636363636362,6399.0,1.0,0.0125
Parallel attack,0,10,30,↖ North/West,1,1,6.0,7.0,1.0,8.0,4.0,6.181818181818182,6396.636363636364,3.3636363636363638,0.042045454545454546
Parallel attack,0,10,30,↖ North/West,2,0,6.0,5.0,1.0,6.0,3.1818181818181817,3.6363636363636362,6398.363636363636,1.6363636363636365,0.020454545454545454
Parallel attack,0,10,30,↖ North/West,2,1,6.0,7.2727272727272725,1.0,8.272727272727273,4.090909090909091,6.7272727272727275,6396.363636363636,3.6363636363636362,0.045454545454545456
Parallel attack,0,10,30,↖ North/West,6,0,49.63636363636363,110.0909090909091,1505.1818181818182,1615.2727272727273,16.0,6.2727272727272725,4789.090909090909,1610.909090909091,20.136363636363637
Parallel attack,0,10,30,↖ North/West,6,1,59.90909090909091,128.63636363636363,1999.909090909091,2128.5454545454545,18.545454545454547,7.0,4274.363636363636,2125.6363636363635,26.57045454545454
Parallel attack,0,10,30,↗ North/East,1,0,6.0,3.4545454545454546,1.0,4.454545454545454,2.6363636363636362,2.909090909090909,6398.727272727273,1.2727272727272727,0.01590909090909091
Parallel attack,0,10,30,↗ North/East,1,1,6.0,7.818181818181818,1.0,8.818181818181818,4.2727272727272725,7.181818181818182,6396.090909090909,3.909090909090909,0.04886363636363636
Parallel attack,0,10,30,↗ North/East,2,0,6.0,4.181818181818182,1.0,5.181818181818182,2.6363636363636362,2.909090909090909,6398.727272727273,1.2727272727272727,0.01590909090909091
Parallel attack,0,10,30,↗ North/East,2,1,6.0,6.818181818181818,1.0,7.818181818181818,4.181818181818182,6.454545454545454,6396.636363636364,3.3636363636363638,0.042045454545454546
Parallel attack,0,10,30,↗ North/East,6,0,53.18181818181818,108.9090909090909,1744.1818181818182,1853.090909090909,19.363636363636363,7.181818181818182,4550.636363636364,1849.3636363636363,23.117045454545455
Parallel attack,0,10,30,↗ North/East,6,1,76.63636363636364,198.0,2424.818181818182,2622.818181818182,27.454545454545453,8.090909090909092,3780.6363636363635,2619.3636363636365,32.742045454545455
Parallel attack,0,10,30,↘ South/East,1,0,6.0,2.4545454545454546,1.0,3.4545454545454546,2.272727272727273,2.272727272727273,6399.0,1.0,0.0125
Parallel attack,0,10,30,↘ South/East,1,1,6.0,7.636363636363637,1.0,8.636363636363637,4.454545454545454,7.0,6396.272727272727,3.727272727272727,0.046590909090909086
Parallel attack,0,10,30,↘ South/East,2,0,6.0,3.8181818181818183,1.0,4.818181818181818,2.727272727272727,3.0,6398.727272727273,1.2727272727272727,0.01590909090909091
Parallel attack,0,10,30,↘ South/East,2,1,6.0,8.0,1.0,9.0,4.909090909090909,7.363636363636363,6396.363636363636,3.6363636363636362,0.045454545454545456
Parallel attack,0,10,30,↘ South/East,6,0,42.54545454545455,114.81818181818181,1146.3636363636363,1261.1818181818182,13.636363636363637,5.545454545454546,5141.909090909091,1258.090909090909,15.726136363636364
Parallel attack,0,10,30,↘ South/East,6,1,57.27272727272727,166.1818181818182,1777.8181818181818,1944.0,20.818181818181817,7.818181818181818,4461.0,1939.0,24.2375
Parallel attack,0,10,30,↙ South/West,1,0,6.0,3.5454545454545454,1.0,4.545454545454546,2.4545454545454546,2.4545454545454546,6399.0,1.0,0.0125
Parallel attack,0,10,30,↙ South/West,1,1,6.0,6.181818181818182,1.0,7.181818181818182,3.909090909090909,5.909090909090909,6397.0,3.0,0.0375
Parallel attack,0,10,30,↙ South/West,2,0,6.0,3.8181818181818183,1.0,4.818181818181818,2.5454545454545454,2.8181818181818183,6398.727272727273,1.2727272727272727,0.01590909090909091
Parallel attack,0,10,30,↙ South/West,2,1,6.0,7.090909090909091,1.0,8.090909090909092,4.0,6.363636363636363,6396.636363636364,3.3636363636363638,0.042045454545454546
Parallel attack,0,10,30,↙ South/West,6,0,52.72727272727273,154.0909090909091,1689.0,1843.090909090909,18.181818181818183,7.0,4560.090909090909,1839.909090909091,22.998863636363634
Parallel attack,0,10,30,↙ South/West,6,1,61.27272727272727,193.0,1938.909090909091,2131.909090909091,21.272727272727273,7.181818181818182,4271.363636363636,2128.6363636363635,26.607954545454547
Parallel attack,0,30,15,↖ North/West,1,0,6.0,4.090909090909091,1.0,5.090909090909091,2.727272727272727,2.909090909090909,6398.636363636364,1.3636363636363635,0.017045454545454544
Parallel attack,0,30,15,↖ North/West,1,1,6.0,16.545454545454547,1.0,17.545454545454547,5.818181818181818,14.090909090909092,6389.363636363636,10.636363636363637,0.13295454545454544
Parallel attack,0,30,15,↖ North/West,2,0,6.0,4.090909090909091,1.0,5.090909090909091,2.909090909090909,3.0,6398.727272727273,1.2727272727272727,0.015909090909090907
Parallel attack,0,30,15,↖ North/West,2,1,6.0,15.818181818181818,1.0,16.818181818181817,6.363636363636363,13.454545454545455,6389.727272727273,10.272727272727273,0.12840909090909092
Parallel attack,0,30,15,↖ North/West,6,0,6.0,10.0,1.0,11.0,4.7272727272727275,6.545454545454546,6394.454545454545,5.545454545454546,0.06931818181818182
Parallel attack,0,30,15,↖ North/West,6,1,6.0,19.363636363636363,1.0,20.363636363636363,6.454545454545454,12.818181818181818,6387.363636363636,12.636363636363637,0.15795454545454546
Parallel attack,0,30,15,↗ North/East,1,0,6.0,3.3636363636363638,1.0,4.363636363636363,2.3636363636363638,2.3636363636363638,6399.0,1.0,0.0125
Parallel attack,0,30,15,↗ North/East,1,1,6.0,11.636363636363637,1.0,12.636363636363637,4.909090909090909,7.545454545454546,6392.545454545455,7.454545454545454,0.09318181818181817
Parallel attack,0,30,15,↗ North/East,2,0,6.0,3.909090909090909,1.0,4.909090909090909,2.6363636363636362,2.727272727272727,6398.909090909091,1.0909090909090908,0.01363636363636364
Parallel attack,0,30,15,↗ North/East,2,1,6.0,14.0,1.0,15.0,5.7272727272727275,9.0,6391.545454545455,8.454545454545455,0.1056818181818182
Parallel attack,0,30,15,↗ North/East,6,0,6.0,8.272727272727273,1.0,9.272727272727273,3.8181818181818183,5.909090909090909,6395.545454545455,4.454545454545454,0.055681818181818186
Parallel attack,0,30,15,↗ North/East,6,1,6.0,17.545454545454547,1.0,18.545454545454547,6.090909090909091,11.363636363636363,6389.727272727273,10.272727272727273,0.12840909090909092
Parallel attack,0,30,15,↘ South/East,1,0,6.0,3.272727272727273,1.0,4.2727272727272725,2.4545454545454546,2.4545454545454546,6399.0,1.0,0.0125
Parallel attack,0,30,15,↘ South/East,1,1,6.0,17.636363636363637,1.0,18.636363636363637,6.818181818181818,14.909090909090908,6389.0,11.0,0.13749999999999998
Parallel attack,0,30,15,↘ South/East,2,0,6.0,4.7272727272727275,1.0,5.7272727272727275,3.1818181818181817,3.4545454545454546,6398.272727272727,1.7272727272727273,0.02159090909090909
Parallel attack,0,30,15,↘ South/East,2,1,6.0,18.181818181818183,1.0,19.181818181818183,6.909090909090909,15.636363636363637,6388.272727272727,11.727272727272727,0.1465909090909091
Parallel attack,0,30,15,↘ South/East,6,0,6.0,10.636363636363637,1.0,11.636363636363637,5.090909090909091,8.181818181818182,6394.090909090909,5.909090909090909,0.07386363636363637
Parallel attack,0,30,15,↘ South/East,6,1,6.545454545454546,30.0,1.0,31.0,8.090909090909092,14.0,6381.181818181818,18.818181818181817,0.23522727272727273
Parallel attack,0,30,15,↙ South/West,1,0,6.0,3.8181818181818183,1.0,4.818181818181818,2.5454545454545454,2.727272727272727,6398.818181818182,1.1818181818181819,0.014772727272727272
Parallel attack,0,30,15,↙ South/West,1,1,6.0,17.181818181818183,1.0,18.181818181818183,6.636363636363637,17.181818181818183,6388.363636363636,11.636363636363637,0.14545454545454548
Parallel attack,0,30,15,↙ South/West,2,0,6.0,4.090909090909091,1.0,5.090909090909091,2.6363636363636362,3.0,6398.545454545455,1.4545454545454546,0.018181818181818184
Parallel attack,0,30,15,↙ South/West,2,1,6.0,21.454545454545453,1.0,22.454545454545453,8.363636363636363,21.363636363636363,6385.818181818182,14.181818181818182,0.17727272727272728
Parallel attack,0,30,15,↙ South/West,6,0,6.0,11.090909090909092,1.0,12.090909090909092,5.0,7.2727272727272725,6394.363636363636,5.636363636363637,0.07045454545454545
Parallel attack,0,30,15,↙ South/West,6,1,6.0,21.181818181818183,1.0,22.181818181818183,7.454545454545454,15.363636363636363,6386.272727272727,13.727272727272727,0.1715909090909091
Parallel attack,0,30,20,↖ North/West,1,0,6.0,4.2727272727272725,1.0,5.2727272727272725,3.272727272727273,3.1818181818181817,6398.909090909091,1.0909090909090908,0.01363636363636364
Parallel attack,0,30,20,↖ North/West,1,1,6.0,12.545454545454545,1.0,13.545454545454545,5.7272727272727275,12.363636363636363,6392.090909090909,7.909090909090909,0.09886363636363636
Parallel attack,0,30,20,↖ North/West,2,0,6.0,3.4545454545454546,1.0,4.454545454545454,2.4545454545454546,2.4545454545454546,6399.0,1.0,0.0125
Parallel attack,0,30,20,↖ North/West,2,1,6.0,12.909090909090908,1.0,13.909090909090908,6.0,12.727272727272727,6392.272727272727,7.7272727272727275,0.09659090909090909
Parallel attack,0,30,20,↖ North/West,6,0,6.0,4.545454545454546,1.0,5.545454545454546,2.909090909090909,3.909090909090909,6397.818181818182,2.1818181818181817,0.02727272727272727
Parallel attack,0,30,20,↖ North/West,6,1,6.0,12.363636363636363,1.0,13.363636363636363,5.545454545454546,11.363636363636363,6392.727272727273,7.2727272727272725,0.09090909090909091
Parallel attack,0,30,20,↗ North/East,1,0,6.0,4.0,1.0,5.0,2.8181818181818183,2.8181818181818183,6399.0,1.0,0.0125
Parallel attack,0,30,20,↗ North/East,1,1,6.0,11.727272727272727,1.0,12.727272727272727,5.545454545454546,11.454545454545455,6393.090909090909,6.909090909090909,0.08636363636363636
Parallel attack,0,30,20,↗ North/East,2,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.727272727272727,3.0,6398.727272727273,1.2727272727272727,0.01590909090909091
Parallel attack,0,30,20,↗ North/East,2,1,6.0,11.545454545454545,1.0,12.545454545454545,5.545454545454546,11.363636363636363,6393.181818181818,6.818181818181818,0.08522727272727272
Parallel attack,0,30,20,↗ North/East,6,0,6.0,5.818181818181818,1.0,6.818181818181818,3.727272727272727,5.0,6397.454545454545,2.5454545454545454,0.03181818181818182
Parallel attack,0,30,20,↗ North/East,6,1,6.0,13.909090909090908,1.0,14.909090909090908,5.909090909090909,11.363636363636363,6391.454545454545,8.545454545454545,0.10681818181818183
Parallel attack,0,30,20,↘ South/East,1,0,6.0,3.272727272727273,1.0,4.2727272727272725,2.6363636363636362,2.5454545454545454,6398.909090909091,1.0909090909090908,0.01363636363636364
Parallel attack,0,30,20,↘ South/East,1,1,6.0,13.636363636363637,1.0,14.636363636363637,6.2727272727272725,13.181818181818182,6392.0,8.0,0.1
Parallel attack,0,30,20,↘ South/East,2,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.5454545454545454,2.5454545454545454,6399.0,1.0,0.0125
Parallel attack,0,30,20,↘ South/East,2,1,6.0,11.727272727272727,1.0,12.727272727272727,5.545454545454546,11.454545454545455,6393.0,7.0,0.08750000000000001
